,Players,Position,Clubs,league,age,nationality,overall,Continent,Homegrown,Starts/Apps,Subbed Off/Apps,Overall Apps,Average Form,Goals/Apps,Assists/Apps,Clean Sheets/Apps
152,Kevin Gameiro,Forward,,Spanish Primera Division,30,France,82,Europe,False,0.6774193548387096,0.5806451612903226,31.0,4.096774193548387,0.3870967741935484,0.16129032258064516,0.0
153,Jordan Ayew,Forward,LORI,English Premier League,25,Ghana,76,Africa,False,0.9354838709677419,0.12903225806451613,31.0,4.096774193548387,0.3870967741935484,0.16129032258064516,0.0
154,James Rodriguez,Midfielder,ASMO,German Bundesliga,25,Colombia,86,South America,False,0.8823529411764706,0.38235294117647056,34.0,4.088235294117647,0.23529411764705882,0.35294117647058826,0.0
155,Olivier Giroud,Forward,ARSL,English Premier League,30,France,82,Europe,False,0.7195121951219512,0.27439024390243905,164.0,4.073170731707317,0.42073170731707316,0.13414634146341464,0.0
156,Michal Kadlec,Defender,BL1,Czech Liga,32,Czech Republic,72,Europe,False,1.0,0.14285714285714285,14.0,4.071428571428571,0.14285714285714285,0.14285714285714285,0.35714285714285715
157,Gianluigi Buffon,Goalkeeper,JUVE,Italian Serie A,39,Italy,89,Europe,True,1.0,0.012269938650306749,163.0,4.0552147239263805,0.0,0.0,0.5214723926380368
158,Michy Batshuayi,Forward,OLMA,English Premier League,23,Belgium,80,Europe,False,0.6229508196721312,0.14754098360655737,61.0,4.049180327868853,0.4262295081967213,0.14754098360655737,0.0
159,Daniel Ginczek,Forward,VFB,German Bundesliga,26,Germany,75,Europe,True,0.84,0.16,25.0,4.04,0.4,0.12,0.0
160,Almamy Toure,Defender,ASMO,French Ligue 1,21,Mali,73,Africa,False,0.8333333333333334,0.2,30.0,4.033333333333333,0.13333333333333333,0.23333333333333334,0.3
161,Nicolas de Preville,Forward,LILL,French Ligue 1,26,France,77,Europe,True,0.7666666666666667,0.4,30.0,4.033333333333333,0.4666666666666667,0.0,0.0
162,Adem Ljajic,Midfielder,TOCA,Italian Serie A,25,Serbia,79,Europe,False,0.9090909090909091,0.2727272727272727,33.0,4.03030303030303,0.30303030303030304,0.2727272727272727,0.0
163,Ivan Santini,Forward,,French Ligue 1,28,Croatia,75,Europe,False,1.0,0.38235294117647056,34.0,4.029411764705882,0.4411764705882353,0.029411764705882353,0.0
164,Bas Dost,Forward,VFL,Portuguese Primeira Liga,28,Netherlands,83,Europe,False,0.6823529411764706,0.3176470588235294,85.0,4.023529411764706,0.4235294117647059,0.08235294117647059,0.0
165,Jeremy Menez,Forward,MILA,Turkish Super Lig,30,France,77,Europe,False,0.7674418604651163,0.3023255813953488,43.0,4.023255813953488,0.4186046511627907,0.09302325581395349,0.0
166,Javi Martinez,Defender,BM1,German Bundesliga,28,Spain,86,Europe,False,0.8045977011494253,0.11494252873563218,87.0,4.022988505747127,0.05747126436781609,0.05747126436781609,0.42528735632183906
167,Vedad Ibisevic,Forward,HB1,German Bundesliga,32,Bosnia Herzegovina,80,Europe,False,0.9827586206896551,0.3620689655172414,58.0,4.017241379310345,0.3793103448275862,0.13793103448275862,0.0
168,Dimitri Payet,Midfielder,WESTHAM,French Ligue 1,30,France,83,Europe,True,0.9523809523809523,0.23809523809523808,63.0,4.015873015873016,0.23809523809523808,0.3333333333333333,0.0
169,Wilfried Bony,Forward,SWAN,English Premier League,28,Ivory Coast,79,Africa,False,0.703125,0.296875,64.0,4.015625,0.421875,0.109375,0.0
170,Samir,Defender,HEVE,Italian Serie A,22,Brazil,73,South America,False,1.0,0.0,3.0,4.0,0.3333333333333333,0.0,0.3333333333333333
171,Cris,Defender,OLLY,Portuguese Primeira Liga,33,Portugal,69,Europe,False,1.0,0.5,2.0,4.0,0.0,0.0,0.5
172,Adrian Ortola,Goalkeeper,DEAL,Spanish Primera Division,23,Spain,70,Europe,True,1.0,0.0,2.0,4.0,0.0,0.0,0.5
173,Florian Trinks,Midfielder,,German 3. Liga,25,Germany,67,Europe,False,0.5,0.5,2.0,4.0,0.5,0.0,0.0
174,Jan Mucha,Goalkeeper,EVER,Polish Ekstraklasa,34,Slovakia,70,Europe,False,1.0,0.0,2.0,4.0,0.0,0.0,0.5
175,Mamadou Sakho,Defender,PSG,English Premier League,27,France,81,Europe,False,0.8888888888888888,0.07407407407407407,27.0,4.0,0.07407407407407407,0.0,0.48148148148148145
176,Diego,Midfielder,VFL,French Ligue 2,29,Brazil,74,South America,False,1.0,0.03125,32.0,4.0,0.3125,0.21875,0.0
177,Alessio Cerci,Midfielder,TOCA,Italian Serie A,29,Italy,75,Europe,True,0.9305555555555556,0.4166666666666667,72.0,4.0,0.2916666666666667,0.2638888888888889,0.0
178,Filip Lesniak,Midfielder,SPURS,Danish Superliga,21,Slovakia,61,Europe,False,0.0,0.0,1.0,4.0,0.0,1.0,0.0
179,Ivan Rakitic,Midfielder,SEVI,Spanish Primera Division,29,Croatia,87,Europe,False,0.9264705882352942,0.16176470588235295,68.0,4.0,0.29411764705882354,0.3088235294117647,0.0
180,Karim Rekik,Defender,MCFC,German Bundesliga,22,Netherlands,73,Europe,False,1.0,1.0,1.0,4.0,0.0,0.0,0.0
181,Niklas Schmidt,Midfielder,WB1,German Bundesliga,19,Germany,63,Europe,True,0.0,0.0,1.0,4.0,0.0,1.0,0.0
182,Jules Goda,Goalkeeper,,French Ligue 2,28,Cameroon,62,Africa,False,1.0,0.3333333333333333,3.0,4.0,0.0,0.0,0.3333333333333333
183,Andreas Luthe,Goalkeeper,,German Bundesliga,30,Germany,72,Europe,True,1.0,0.0,2.0,4.0,0.0,0.0,0.5
184,Toby Alderweireld,Defender,,English Premier League,28,Belgium,86,Europe,False,0.8333333333333334,0.0,12.0,4.0,0.08333333333333333,0.0,0.4166666666666667
185,Arouna Kone,Forward,WAFC,Turkish Super Lig,33,Ivory Coast,74,Africa,False,0.9411764705882353,0.08823529411764706,34.0,4.0,0.3235294117647059,0.14705882352941177,0.0
186,Tomas Kalas,Defender,CHEL,English Championship,24,Czech Republic,74,Europe,False,1.0,0.0,2.0,4.0,0.0,0.0,0.5
187,Bersant Celina,Midfielder,MCFC,English Championship,20,Kosovo,71,Europe,False,0.0,0.0,1.0,4.0,0.0,1.0,0.0
188,Mesut Ozil,Midfielder,ARSL,English Premier League,28,Germany,88,Europe,False,0.9745762711864406,0.3389830508474576,118.0,3.9915254237288136,0.19491525423728814,0.3644067796610169,0.0
189,Andre Ayew,Forward,SWAN,English Premier League,27,Ghana,79,Africa,False,1.0,0.4411764705882353,34.0,3.9705882352941178,0.35294117647058826,0.11764705882352941,0.0
190,Roberto Firmino,Midfielder,LPOOL,English Premier League,25,Brazil,83,South America,False,0.8787878787878788,0.36363636363636365,66.0,3.9696969696969697,0.3181818181818182,0.19696969696969696,0.0
191,Carlos Eduardo,Midfielder,NICE,Saudi Professional League,27,Brazil,76,South America,False,0.9666666666666667,0.5333333333333333,30.0,3.966666666666667,0.3333333333333333,0.16666666666666666,0.0
192,Serge Gnabry,Midfielder,WB1,German Bundesliga,21,Germany,79,Europe,True,0.8518518518518519,0.4074074074074074,27.0,3.962962962962963,0.4074074074074074,0.037037037037037035,0.0
193,Romain Alessandrini,Midfielder,STRE,USA Major League Soccer,28,France,77,Europe,False,0.8367346938775511,0.4897959183673469,49.0,3.9591836734693877,0.30612244897959184,0.22448979591836735,0.0
194,Leonardo Bonucci,Defender,JUVE,Italian Serie A,30,Italy,88,Europe,True,0.9629629629629629,0.018518518518518517,162.0,3.95679012345679,0.06790123456790123,0.024691358024691357,0.4876543209876543
195,Henrikh Mkhitaryan,Midfielder,BD1,English Premier League,28,Armenia,85,Asia,False,0.8571428571428571,0.31868131868131866,91.0,3.9450549450549453,0.25274725274725274,0.32967032967032966,0.0
196,Jermain Defoe,Forward,SUND,English Premier League,34,England,80,Europe,True,0.9425287356321839,0.14942528735632185,87.0,3.942528735632184,0.39080459770114945,0.034482758620689655,0.0
197,Dario Cvitanich,Forward,NICE,Argentinian Superliga,33,Argentina,76,South America,False,0.927536231884058,0.4782608695652174,69.0,3.9420289855072466,0.43478260869565216,0.028985507246376812,0.0
198,Thiago Silva,Defender,PSG,French Ligue 1,32,Brazil,88,South America,False,0.9924812030075187,0.045112781954887216,133.0,3.9398496240601504,0.06015037593984962,0.022556390977443608,0.46616541353383456
199,Daniele Rugani,Defender,JUVE,Italian Serie A,22,Italy,80,Europe,True,0.6875,0.03125,32.0,3.9375,0.0625,0.0,0.4375
200,Mario Balotelli,Forward,MCFC,French Ligue 1,26,Italy,82,Europe,False,0.7037037037037037,0.2222222222222222,27.0,3.925925925925926,0.48148148148148145,0.037037037037037035,0.0
201,Christian Eriksen,Midfielder,SPURS,English Premier League,25,Denmark,87,Europe,False,0.9626865671641791,0.29850746268656714,134.0,3.925373134328358,0.23134328358208955,0.291044776119403,0.0
202,Javier Hernandez,Forward,BL1,English Premier League,29,Mexico,82,North America,False,0.7692307692307693,0.2692307692307692,26.0,3.923076923076923,0.4230769230769231,0.07692307692307693,0.0
203,Jose Callejon,Forward,NAPO,Italian Serie A,30,Spain,83,Europe,False,0.9194630872483222,0.31543624161073824,149.0,3.9194630872483223,0.3087248322147651,0.18791946308724833,0.0
204,Ivan Perisic,Midfielder,INTE,Italian Serie A,28,Croatia,84,Europe,False,0.8611111111111112,0.2777777777777778,36.0,3.9166666666666665,0.3055555555555556,0.2222222222222222,0.0
205,Marek Hamsik,Midfielder,NAPO,Italian Serie A,29,Slovakia,87,Europe,False,0.9209039548022598,0.4689265536723164,177.0,3.8983050847457625,0.24293785310734464,0.2768361581920904,0.0
206,Remy Cabella,Midfielder,MHSC,French Ligue 1,27,France,76,Europe,True,0.9117647058823529,0.19117647058823528,68.0,3.8970588235294117,0.3088235294117647,0.19117647058823528,0.0
207,Djibril Sidibe,Defender,ASMO,French Ligue 1,24,France,79,Europe,True,0.896551724137931,0.10344827586206896,29.0,3.896551724137931,0.06896551724137931,0.1724137931034483,0.41379310344827586
208,David Villa,Forward,,USA Major League Soccer,35,Spain,82,Europe,False,0.8888888888888888,0.6666666666666666,36.0,3.888888888888889,0.3611111111111111,0.1111111111111111,0.0
209,Stefan Savic,Defender,,Spanish Primera Division,26,Montenegro,82,Europe,False,0.9090909090909091,0.0,44.0,3.8863636363636362,0.022727272727272728,0.022727272727272728,0.5227272727272727
210,Andrea Barzagli,Defender,JUVE,Italian Serie A,36,Italy,85,Europe,True,0.943089430894309,0.08943089430894309,123.0,3.886178861788618,0.008130081300813009,0.008130081300813009,0.5040650406504065
211,Aaron Hunt,Midfielder,WB1,German Bundesliga,30,Germany,76,Europe,True,0.9661016949152542,0.2711864406779661,59.0,3.8813559322033897,0.3050847457627119,0.1694915254237288,0.0
212,Salvatore Sirigu,Goalkeeper,PSG,Italian Serie A,30,Italy,79,Europe,True,0.9906542056074766,0.018691588785046728,107.0,3.878504672897196,0.0,0.0,0.514018691588785
213,Thibaut Courtois,Goalkeeper,,English Premier League,25,Belgium,89,Europe,False,1.0,0.0,74.0,3.8783783783783785,0.0,0.0,0.5405405405405406
214,Hakan Calhanoglu,Midfielder,HSV,Italian Serie A,23,Turkey,79,Asia,False,0.875,0.21875,32.0,3.875,0.34375,0.125,0.0
215,Mario Gotze,Midfielder,BD1,German Bundesliga,25,Germany,81,Europe,True,0.8205128205128205,0.5128205128205128,39.0,3.871794871794872,0.28205128205128205,0.2564102564102564,0.0
216,Antoine Griezmann,Midfielder,RESO,Spanish Primera Division,26,France,88,Europe,False,0.9130434782608695,0.2753623188405797,69.0,3.869565217391304,0.37681159420289856,0.08695652173913043,0.0
217,Steve Mounie,Forward,MHSC,English Premier League,22,Benin,76,Africa,False,0.8648648648648649,0.24324324324324326,37.0,3.864864864864865,0.3783783783783784,0.08108108108108109,0.0
218,Mario Gotze,Midfielder,BM1,German Bundesliga,25,Germany,81,Europe,True,0.7972972972972973,0.3918918918918919,74.0,3.864864864864865,0.2972972972972973,0.20270270270270271,0.0
219,Christian Benteke,Forward,LCFC,English Premier League,26,Belgium,80,Europe,False,1.0,0.19444444444444445,36.0,3.861111111111111,0.4166666666666667,0.05555555555555555,0.0
220,Sofiane Boufal,Midfielder,LILL,English Premier League,23,Morocco,79,Africa,False,0.8837209302325582,0.4418604651162791,43.0,3.86046511627907,0.32558139534883723,0.23255813953488372,0.0
221,Leo Baptistao,Forward,RCDE,Spanish Primera Division,24,Brazil,80,South America,False,0.7619047619047619,0.42857142857142855,21.0,3.857142857142857,0.2857142857142857,0.23809523809523808,0.0
222,Dante,Defender,BM1,French Ligue 1,33,Brazil,81,South America,False,0.9174311926605505,0.027522935779816515,109.0,3.8440366972477062,0.03669724770642202,0.01834862385321101,0.4954128440366973
223,Jose Maria Gimenez,Defender,,Spanish Primera Division,22,Uruguay,83,South America,False,0.90625,0.046875,64.0,3.84375,0.03125,0.0625,0.4375
224,Dries Mertens,Midfielder,NAPO,Italian Serie A,30,Belgium,86,Europe,False,0.5454545454545454,0.30303030303030304,132.0,3.840909090909091,0.3787878787878788,0.19696969696969696,0.0
225,Sandro Wagner,Forward,,German Bundesliga,29,Germany,79,Europe,True,0.9032258064516129,0.1774193548387097,62.0,3.838709677419355,0.4032258064516129,0.08064516129032258,0.0
226,Roberto Firmino,Midfielder,,English Premier League,25,Brazil,83,South America,False,0.9595959595959596,0.2727272727272727,99.0,3.8383838383838382,0.2828282828282828,0.23232323232323232,0.0
227,Kevin Gameiro,Forward,SEVI,Spanish Primera Division,30,France,82,Europe,False,0.532608695652174,0.25,92.0,3.8369565217391304,0.42391304347826086,0.08695652173913043,0.0
228,Alberto Gilardino,Forward,BOLO,Italian Serie B,34,Italy,75,Europe,False,0.9722222222222222,0.16666666666666666,36.0,3.8333333333333335,0.3611111111111111,0.05555555555555555,0.0
229,Enzo Crivelli,Forward,SCBA,French Ligue 1,22,France,74,Europe,True,1.0,0.3333333333333333,24.0,3.8333333333333335,0.4166666666666667,0.041666666666666664,0.0
230,Marc Navarro,Defender,RCDE,Spanish Primera Division,21,Spain,71,Europe,True,0.8333333333333334,0.25,12.0,3.8333333333333335,0.16666666666666666,0.16666666666666666,0.16666666666666666
231,Toby Alderweireld,Defender,SPURS,English Premier League,28,Belgium,86,Europe,False,1.0,0.058823529411764705,68.0,3.823529411764706,0.07352941176470588,0.029411764705882353,0.39705882352941174
232,Heung Min Son,Forward,BL1,English Premier League,24,Korea Republic,82,Asia,False,0.9193548387096774,0.5161290322580645,62.0,3.8225806451612905,0.3387096774193548,0.0967741935483871,0.0
233,David Villa,Forward,BARC,USA Major League Soccer,35,Spain,82,Europe,False,0.6071428571428571,0.42857142857142855,28.0,3.8214285714285716,0.35714285714285715,0.17857142857142858,0.0
234,Heung Min Son,Forward,HSV,English Premier League,24,Korea Republic,82,Asia,False,0.9393939393939394,0.42424242424242425,33.0,3.8181818181818183,0.36363636363636365,0.06060606060606061,0.0
235,Fabinho,Defender,ASMO,French Ligue 1,23,Brazil,83,South America,False,0.9253731343283582,0.04477611940298507,134.0,3.8134328358208953,0.11940298507462686,0.04477611940298507,0.39552238805970147
236,Wissam Ben Yedder,Forward,SEVI,Spanish Primera Division,26,France,81,Europe,False,0.6451612903225806,0.5806451612903226,31.0,3.806451612903226,0.3548387096774194,0.12903225806451613,0.0
237,Julio Cesar,Goalkeeper,,Portuguese Primeira Liga,37,Brazil,80,South America,False,1.0,0.2,5.0,3.8,0.0,0.0,0.4
238,Patrice Evra,Defender,JUVE,French Ligue 1,36,France,79,Europe,True,0.921875,0.21875,64.0,3.796875,0.0625,0.078125,0.375
239,David Luiz,Defender,PSG,English Premier League,30,Brazil,86,South America,False,0.9245283018867925,0.07547169811320754,53.0,3.792452830188679,0.05660377358490566,0.03773584905660377,0.4339622641509434
240,Marquinhos,Defender,PSG,French Ligue 1,23,Brazil,83,South America,False,0.8095238095238095,0.02857142857142857,105.0,3.7904761904761903,0.0761904761904762,0.0,0.4
241,Dimitri Payet,Midfielder,OLMA,French Ligue 1,30,France,83,Europe,True,0.9027777777777778,0.4444444444444444,72.0,3.7777777777777777,0.20833333333333334,0.3194444444444444,0.0
242,Carlos Vela,Forward,RESO,Spanish Primera Division,28,Mexico,82,North America,False,0.8947368421052632,0.391812865497076,171.0,3.7777777777777777,0.30994152046783624,0.17543859649122806,0.0
243,Lois Diony,Forward,,French Ligue 1,24,France,76,Europe,True,0.8857142857142857,0.2857142857142857,35.0,3.7714285714285714,0.2857142857142857,0.2,0.0
244,Martin Montoya,Defender,BARC,Spanish Primera Division,26,Spain,77,Europe,True,0.8,0.02857142857142857,35.0,3.7714285714285714,0.02857142857142857,0.11428571428571428,0.37142857142857144
245,Rafinha,Defender,BM1,Spanish Primera Division,24,Brazil,81,South America,False,0.46153846153846156,0.07692307692307693,13.0,3.769230769230769,0.15384615384615385,0.07692307692307693,0.15384615384615385
246,Lucas Digne,Defender,PSG,Spanish Primera Division,23,France,79,Europe,False,0.9666666666666667,0.03333333333333333,30.0,3.7666666666666666,0.0,0.06666666666666667,0.4666666666666667
247,Nikola Kalinic,Forward,FIOR,Italian Serie A,29,Croatia,81,Europe,False,0.75,0.10294117647058823,68.0,3.764705882352941,0.39705882352941174,0.08823529411764706,0.0
248,Nabil Fekir,Midfielder,OLLY,French Ligue 1,23,France,82,Europe,True,0.8470588235294118,0.49411764705882355,85.0,3.764705882352941,0.3176470588235294,0.18823529411764706,0.0
249,Georginio Wijnaldum,Midfielder,NEWU,English Premier League,26,Netherlands,82,Europe,False,0.9473684210526315,0.18421052631578946,38.0,3.763157894736842,0.2894736842105263,0.13157894736842105,0.0
250,Yaya Toure,Midfielder,MCFC,English Premier League,34,Ivory Coast,83,Africa,False,0.9411764705882353,0.24183006535947713,153.0,3.758169934640523,0.3137254901960784,0.13071895424836602,0.0
251,Theo Walcott,Forward,ARSL,English Premier League,28,England,80,Europe,True,0.6521739130434783,0.3652173913043478,115.0,3.756521739130435,0.3391304347826087,0.1565217391304348,0.0
252,Bryan Cristante,Midfielder,MILA,Italian Serie A,22,Italy,72,Europe,True,0.75,0.25,4.0,3.75,0.25,0.25,0.0
253,Sylvain Marveaux,Midfielder,LORI,French Ligue 2,31,France,75,Europe,False,1.0,0.5416666666666666,24.0,3.75,0.20833333333333334,0.25,0.0
254,Jonathan Viera,Midfielder,LASP,Spanish Primera Division,27,Spain,82,Europe,True,0.9705882352941176,0.27941176470588236,68.0,3.75,0.25,0.22058823529411764,0.0
255,Ashley Cole,Defender,CHEL,USA Major League Soccer,36,England,71,Europe,False,0.9583333333333334,0.041666666666666664,48.0,3.75,0.020833333333333332,0.08333333333333333,0.4375
256,Alejandro Dario Gomez,Midfielder,ATAL,Italian Serie A,29,Argentina,84,South America,False,0.9263157894736842,0.4842105263157895,95.0,3.7473684210526317,0.2736842105263158,0.2,0.0
257,Andrea Conti,Defender,ATAL,Italian Serie A,23,Italy,75,Europe,True,0.8723404255319149,0.2765957446808511,47.0,3.74468085106383,0.2127659574468085,0.10638297872340426,0.2765957446808511
258,Danny Ings,Forward,BUR,English Premier League,24,England,76,Europe,True,1.0,0.2857142857142857,35.0,3.742857142857143,0.3142857142857143,0.11428571428571428,0.0
259,Franco Di Santo,Forward,WB1,German Bundesliga,28,Argentina,75,South America,False,0.9591836734693877,0.3469387755102041,49.0,3.7346938775510203,0.3469387755102041,0.12244897959183673,0.0
260,Lars Stindl,Forward,MON1,German Bundesliga,28,Germany,82,Europe,True,0.9666666666666667,0.23333333333333334,60.0,3.7333333333333334,0.3,0.18333333333333332,0.0
261,Fabio Coentrao,Defender,ASMO,Portuguese Primeira Liga,29,Portugal,77,Europe,False,0.8666666666666667,0.3333333333333333,15.0,3.7333333333333334,0.2,0.13333333333333333,0.26666666666666666
262,Jerome Boateng,Defender,BM1,German Bundesliga,28,Germany,88,Europe,True,0.9272727272727272,0.18181818181818182,110.0,3.727272727272727,0.02727272727272727,0.06363636363636363,0.38181818181818183
263,Benjamin Mendy,Defender,ASMO,English Premier League,22,France,78,Europe,False,0.96,0.12,25.0,3.72,0.0,0.2,0.4
264,Alphonse Areola,Goalkeeper,VIAL,French Ligue 1,24,France,80,Europe,True,1.0,0.0,32.0,3.71875,0.0,0.0,0.46875
265,David Silva,Midfielder,MCFC,English Premier League,31,Spain,87,Europe,False,0.9395973154362416,0.4563758389261745,149.0,3.7181208053691277,0.19463087248322147,0.3221476510067114,0.0
266,Wallace,Defender,ASMO,Italian Serie A,22,Brazil,77,South America,False,0.7857142857142857,0.0,14.0,3.7142857142857144,0.0,0.0,0.5
267,Gonzalo Castro,Defender,BL1,German Bundesliga,30,Germany,82,Europe,True,0.9397590361445783,0.3253012048192771,83.0,3.710843373493976,0.1566265060240964,0.26506024096385544,0.1566265060240964
268,Gael Danic,Midfielder,,French Ligue 2,35,France,69,Europe,False,0.9354838709677419,0.3870967741935484,31.0,3.7096774193548385,0.16129032258064516,0.3548387096774194,0.0
